ID,Date,StoreID,MachineType,Amount,Revenue,Revenue ShopA,Revenue ShopB,Revenue ShopC,RO ShopA,RO ShopB,RO ShopC,Alkaline ShopA,Alkaline ShopB,Alkaline ShopC,Hydrogen ShopA,Hydrogen ShopB,Hydrogen ShopC,Ice ShopA,Ice ShopB,Ice ShopC,UV ShopA,UV ShopB,UV ShopC,Mineral ShopA,Mineral ShopB,Mineral ShopC
PAY-06138,2025-04-21,ShopB,Alkaline,18.68,,,,,,,,,,,,,,,,,,,,,,
PAY-06139,2025-04-21,ShopB,Hydrogen,31.73,,,,,,,,,,,,,,,,,,,,,,
PAY-06140,2025-04-21,ShopB,Hydrogen,28.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06141,2025-04-21,ShopB,Hydrogen,10.37,,,,,,,,,,,,,,,,,,,,,,
PAY-06142,2025-04-21,ShopB,Hydrogen,17.53,,,,,,,,,,,,,,,,,,,,,,
PAY-06143,2025-04-21,ShopB,Hydrogen,12.58,,,,,,,,,,,,,,,,,,,,,,
PAY-06144,2025-04-21,ShopB,UV,23.63,,,,,,,,,,,,,,,,,,,,,,
PAY-06145,2025-04-21,ShopB,UV,20.47,,,,,,,,,,,,,,,,,,,,,,
PAY-06146,2025-04-21,ShopB,UV,6.67,,,,,,,,,,,,,,,,,,,,,,
PAY-06147,2025-04-21,ShopB,UV,27.22,,,,,,,,,,,,,,,,,,,,,,
PAY-06148,2025-04-21,ShopB,UV,23.3,,,,,,,,,,,,,,,,,,,,,,
PAY-06149,2025-04-21,ShopB,Mineral,30.07,,,,,,,,,,,,,,,,,,,,,,
PAY-06150,2025-04-21,ShopB,Mineral,36.4,,,,,,,,,,,,,,,,,,,,,,
PAY-06151,2025-04-21,ShopB,Mineral,18.67,,,,,,,,,,,,,,,,,,,,,,
PAY-06152,2025-04-21,ShopB,Mineral,15.79,,,,,,,,,,,,,,,,,,,,,,
PAY-06153,2025-04-21,ShopB,Mineral,6.83,,,,,,,,,,,,,,,,,,,,,,
PAY-06154,2025-04-21,ShopC,Hydrogen,31.85,,,,,,,,,,,,,,,,,,,,,,
PAY-06155,2025-04-21,ShopC,Hydrogen,37.51,,,,,,,,,,,,,,,,,,,,,,
PAY-06156,2025-04-21,ShopC,Hydrogen,18.11,,,,,,,,,,,,,,,,,,,,,,
PAY-06157,2025-04-21,ShopC,Ice,12.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06158,2025-04-21,ShopC,Mineral,5.98,,,,,,,,,,,,,,,,,,,,,,
PAY-06159,2025-04-21,ShopC,Mineral,5.51,,,,,,,,,,,,,,,,,,,,,,
PAY-06160,2025-04-21,ShopC,Mineral,33.72,,,,,,,,,,,,,,,,,,,,,,
PAY-06161,2025-04-22,ShopA,Alkaline,28.41,,,,,,,,,,,,,,,,,,,,,,
PAY-06162,2025-04-22,ShopA,Alkaline,12.72,,,,,,,,,,,,,,,,,,,,,,
PAY-06163,2025-04-22,ShopA,Alkaline,35.88,,,,,,,,,,,,,,,,,,,,,,
PAY-06164,2025-04-22,ShopA,Alkaline,32.89,,,,,,,,,,,,,,,,,,,,,,
PAY-06165,2025-04-22,ShopA,Alkaline,34.07,,,,,,,,,,,,,,,,,,,,,,
PAY-06166,2025-04-22,ShopA,RO,30.34,,,,,,,,,,,,,,,,,,,,,,
PAY-06167,2025-04-22,ShopA,Ice,22.94,,,,,,,,,,,,,,,,,,,,,,
PAY-06168,2025-04-22,ShopA,Ice,33.55,,,,,,,,,,,,,,,,,,,,,,
PAY-06169,2025-04-22,ShopA,Ice,16.29,,,,,,,,,,,,,,,,,,,,,,
PAY-06170,2025-04-22,ShopA,UV,11.63,,,,,,,,,,,,,,,,,,,,,,
PAY-06171,2025-04-22,ShopA,UV,12.25,,,,,,,,,,,,,,,,,,,,,,
PAY-06172,2025-04-22,ShopA,UV,23.96,,,,,,,,,,,,,,,,,,,,,,
PAY-06173,2025-04-22,ShopA,UV,37.86,,,,,,,,,,,,,,,,,,,,,,
PAY-06174,2025-04-22,ShopA,UV,9.23,,,,,,,,,,,,,,,,,,,,,,
PAY-06175,2025-04-22,ShopA,Mineral,8.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06176,2025-04-22,ShopB,Alkaline,11.08,,,,,,,,,,,,,,,,,,,,,,
PAY-06177,2025-04-22,ShopB,Alkaline,19.07,,,,,,,,,,,,,,,,,,,,,,
PAY-06178,2025-04-22,ShopB,RO,5.42,,,,,,,,,,,,,,,,,,,,,,
PAY-06179,2025-04-22,ShopB,RO,12.45,,,,,,,,,,,,,,,,,,,,,,
PAY-06180,2025-04-22,ShopB,Hydrogen,7.31,,,,,,,,,,,,,,,,,,,,,,
PAY-06181,2025-04-22,ShopB,Ice,27.75,,,,,,,,,,,,,,,,,,,,,,
PAY-06182,2025-04-22,ShopB,Ice,17.91,,,,,,,,,,,,,,,,,,,,,,
PAY-06183,2025-04-22,ShopB,Mineral,19.39,,,,,,,,,,,,,,,,,,,,,,
PAY-06184,2025-04-22,ShopC,Alkaline,22.49,,,,,,,,,,,,,,,,,,,,,,
PAY-06185,2025-04-22,ShopC,Alkaline,39.67,,,,,,,,,,,,,,,,,,,,,,
PAY-06186,2025-04-22,ShopC,Alkaline,29.94,,,,,,,,,,,,,,,,,,,,,,
PAY-06187,2025-04-22,ShopC,Alkaline,32.69,,,,,,,,,,,,,,,,,,,,,,
PAY-06188,2025-04-22,ShopC,RO,11.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06189,2025-04-22,ShopC,RO,38.57,,,,,,,,,,,,,,,,,,,,,,
PAY-06190,2025-04-22,ShopC,RO,26.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06191,2025-04-22,ShopC,RO,39.35,,,,,,,,,,,,,,,,,,,,,,
PAY-06192,2025-04-22,ShopC,Hydrogen,18.6,,,,,,,,,,,,,,,,,,,,,,
PAY-06193,2025-04-22,ShopC,Hydrogen,37.36,,,,,,,,,,,,,,,,,,,,,,
PAY-06194,2025-04-22,ShopC,Hydrogen,32.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06195,2025-04-22,ShopC,Hydrogen,9.65,,,,,,,,,,,,,,,,,,,,,,
PAY-06196,2025-04-22,ShopC,Hydrogen,11.14,,,,,,,,,,,,,,,,,,,,,,
PAY-06197,2025-04-22,ShopC,Ice,16.13,,,,,,,,,,,,,,,,,,,,,,
PAY-06198,2025-04-22,ShopC,Ice,34.8,,,,,,,,,,,,,,,,,,,,,,
PAY-06199,2025-04-22,ShopC,Ice,21.87,,,,,,,,,,,,,,,,,,,,,,
PAY-06200,2025-04-22,ShopC,Ice,16.73,,,,,,,,,,,,,,,,,,,,,,
PAY-06201,2025-04-22,ShopC,Ice,26.3,,,,,,,,,,,,,,,,,,,,,,
PAY-06202,2025-04-22,ShopC,UV,20.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06203,2025-04-22,ShopC,UV,22.89,,,,,,,,,,,,,,,,,,,,,,
PAY-06204,2025-04-22,ShopC,UV,30.96,,,,,,,,,,,,,,,,,,,,,,
PAY-06205,2025-04-22,ShopC,UV,22.62,,,,,,,,,,,,,,,,,,,,,,
PAY-06206,2025-04-22,ShopC,Mineral,39.59,,,,,,,,,,,,,,,,,,,,,,
PAY-06207,2025-04-22,ShopC,Mineral,13.14,,,,,,,,,,,,,,,,,,,,,,
PAY-06208,2025-04-22,ShopC,Mineral,26.57,,,,,,,,,,,,,,,,,,,,,,
PAY-06209,2025-04-22,ShopC,Mineral,36.39,,,,,,,,,,,,,,,,,,,,,,
PAY-06210,2025-04-22,ShopC,Mineral,15.81,,,,,,,,,,,,,,,,,,,,,,
PAY-06211,2025-04-23,ShopA,Alkaline,20.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06212,2025-04-23,ShopA,Alkaline,13.52,,,,,,,,,,,,,,,,,,,,,,
PAY-06213,2025-04-23,ShopA,Alkaline,7.78,,,,,,,,,,,,,,,,,,,,,,
PAY-06214,2025-04-23,ShopA,Alkaline,9.81,,,,,,,,,,,,,,,,,,,,,,
PAY-06215,2025-04-23,ShopA,Alkaline,22.46,,,,,,,,,,,,,,,,,,,,,,
PAY-06216,2025-04-23,ShopA,RO,10.31,,,,,,,,,,,,,,,,,,,,,,
PAY-06217,2025-04-23,ShopA,Hydrogen,27.47,,,,,,,,,,,,,,,,,,,,,,
PAY-06218,2025-04-23,ShopA,Ice,37.32,,,,,,,,,,,,,,,,,,,,,,
PAY-06219,2025-04-23,ShopA,UV,39.6,,,,,,,,,,,,,,,,,,,,,,
PAY-06220,2025-04-23,ShopA,UV,20.53,,,,,,,,,,,,,,,,,,,,,,
PAY-06221,2025-04-23,ShopA,UV,35.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06222,2025-04-23,ShopA,UV,9.7,,,,,,,,,,,,,,,,,,,,,,
PAY-06223,2025-04-23,ShopA,Mineral,27.53,,,,,,,,,,,,,,,,,,,,,,
PAY-06224,2025-04-23,ShopA,Mineral,31.62,,,,,,,,,,,,,,,,,,,,,,
PAY-06225,2025-04-23,ShopB,Alkaline,32.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06226,2025-04-23,ShopB,Alkaline,19.52,,,,,,,,,,,,,,,,,,,,,,
PAY-06227,2025-04-23,ShopB,Alkaline,33.44,,,,,,,,,,,,,,,,,,,,,,
PAY-06228,2025-04-23,ShopB,Alkaline,31.27,,,,,,,,,,,,,,,,,,,,,,
PAY-06229,2025-04-23,ShopB,RO,34.64,,,,,,,,,,,,,,,,,,,,,,
PAY-06230,2025-04-23,ShopB,Hydrogen,17.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06231,2025-04-23,ShopB,Hydrogen,12.2,,,,,,,,,,,,,,,,,,,,,,
PAY-06232,2025-04-23,ShopB,UV,39.59,,,,,,,,,,,,,,,,,,,,,,
PAY-06233,2025-04-23,ShopB,UV,33.05,,,,,,,,,,,,,,,,,,,,,,
PAY-06234,2025-04-23,ShopB,UV,29.37,,,,,,,,,,,,,,,,,,,,,,
PAY-06235,2025-04-23,ShopB,UV,12.79,,,,,,,,,,,,,,,,,,,,,,
PAY-06236,2025-04-23,ShopB,UV,35.54,,,,,,,,,,,,,,,,,,,,,,
PAY-06237,2025-04-23,ShopB,Mineral,16.26,,,,,,,,,,,,,,,,,,,,,,
PAY-06238,2025-04-23,ShopB,Mineral,20.48,,,,,,,,,,,,,,,,,,,,,,
PAY-06239,2025-04-23,ShopB,Mineral,5.21,,,,,,,,,,,,,,,,,,,,,,
PAY-06240,2025-04-23,ShopB,Mineral,35.45,,,,,,,,,,,,,,,,,,,,,,
PAY-06241,2025-04-23,ShopC,RO,6.82,,,,,,,,,,,,,,,,,,,,,,
PAY-06242,2025-04-23,ShopC,Hydrogen,37.84,,,,,,,,,,,,,,,,,,,,,,
PAY-06243,2025-04-23,ShopC,Ice,8.21,,,,,,,,,,,,,,,,,,,,,,
PAY-06244,2025-04-23,ShopC,UV,24.21,,,,,,,,,,,,,,,,,,,,,,
PAY-06245,2025-04-23,ShopC,UV,32.83,,,,,,,,,,,,,,,,,,,,,,
PAY-06246,2025-04-23,ShopC,UV,12.15,,,,,,,,,,,,,,,,,,,,,,
PAY-06247,2025-04-23,ShopC,UV,22.76,,,,,,,,,,,,,,,,,,,,,,
PAY-06248,2025-04-23,ShopC,Mineral,30.37,,,,,,,,,,,,,,,,,,,,,,
PAY-06249,2025-04-23,ShopC,Mineral,15.9,,,,,,,,,,,,,,,,,,,,,,
PAY-06250,2025-04-23,ShopC,Mineral,30.26,,,,,,,,,,,,,,,,,,,,,,
PAY-06251,2025-04-24,ShopA,Alkaline,19.84,,,,,,,,,,,,,,,,,,,,,,
PAY-06252,2025-04-24,ShopA,RO,13.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06253,2025-04-24,ShopA,RO,14.99,,,,,,,,,,,,,,,,,,,,,,
PAY-06254,2025-04-24,ShopA,RO,20.69,,,,,,,,,,,,,,,,,,,,,,
PAY-06255,2025-04-24,ShopA,RO,27.25,,,,,,,,,,,,,,,,,,,,,,
PAY-06256,2025-04-24,ShopA,Hydrogen,35.18,,,,,,,,,,,,,,,,,,,,,,
PAY-06257,2025-04-24,ShopA,Hydrogen,21.84,,,,,,,,,,,,,,,,,,,,,,
PAY-06258,2025-04-24,ShopA,Ice,18.94,,,,,,,,,,,,,,,,,,,,,,
PAY-06259,2025-04-24,ShopA,Ice,10.87,,,,,,,,,,,,,,,,,,,,,,
PAY-06260,2025-04-24,ShopA,UV,19.79,,,,,,,,,,,,,,,,,,,,,,
PAY-06261,2025-04-24,ShopA,UV,26.33,,,,,,,,,,,,,,,,,,,,,,
PAY-06262,2025-04-24,ShopA,UV,20.17,,,,,,,,,,,,,,,,,,,,,,
PAY-06263,2025-04-24,ShopA,Mineral,33.69,,,,,,,,,,,,,,,,,,,,,,
PAY-06264,2025-04-24,ShopB,Alkaline,5.69,,,,,,,,,,,,,,,,,,,,,,
PAY-06265,2025-04-24,ShopB,Alkaline,18.35,,,,,,,,,,,,,,,,,,,,,,
PAY-06266,2025-04-24,ShopB,Alkaline,34.89,,,,,,,,,,,,,,,,,,,,,,
PAY-06267,2025-04-24,ShopB,RO,25.83,,,,,,,,,,,,,,,,,,,,,,
PAY-06268,2025-04-24,ShopB,RO,10.35,,,,,,,,,,,,,,,,,,,,,,
PAY-06269,2025-04-24,ShopB,Hydrogen,11.15,,,,,,,,,,,,,,,,,,,,,,
PAY-06270,2025-04-24,ShopB,Hydrogen,18.32,,,,,,,,,,,,,,,,,,,,,,
PAY-06271,2025-04-24,ShopB,Hydrogen,15.7,,,,,,,,,,,,,,,,,,,,,,
PAY-06272,2025-04-24,ShopB,Hydrogen,14.91,,,,,,,,,,,,,,,,,,,,,,
PAY-06273,2025-04-24,ShopB,Hydrogen,24.67,,,,,,,,,,,,,,,,,,,,,,
PAY-06274,2025-04-24,ShopB,Ice,7.52,,,,,,,,,,,,,,,,,,,,,,
PAY-06275,2025-04-24,ShopB,Ice,9.78,,,,,,,,,,,,,,,,,,,,,,
PAY-06276,2025-04-24,ShopB,Ice,21.42,,,,,,,,,,,,,,,,,,,,,,
PAY-06277,2025-04-24,ShopB,UV,37.06,,,,,,,,,,,,,,,,,,,,,,
PAY-06278,2025-04-24,ShopC,RO,30.56,,,,,,,,,,,,,,,,,,,,,,
PAY-06279,2025-04-24,ShopC,RO,18.1,,,,,,,,,,,,,,,,,,,,,,
PAY-06280,2025-04-24,ShopC,RO,19.16,,,,,,,,,,,,,,,,,,,,,,
PAY-06281,2025-04-24,ShopC,RO,19.55,,,,,,,,,,,,,,,,,,,,,,
PAY-06282,2025-04-24,ShopC,Hydrogen,38.97,,,,,,,,,,,,,,,,,,,,,,
PAY-06283,2025-04-24,ShopC,Hydrogen,18.06,,,,,,,,,,,,,,,,,,,,,,
PAY-06284,2025-04-24,ShopC,Hydrogen,22.13,,,,,,,,,,,,,,,,,,,,,,
PAY-06285,2025-04-24,ShopC,Ice,39.56,,,,,,,,,,,,,,,,,,,,,,
PAY-06286,2025-04-24,ShopC,Ice,7.49,,,,,,,,,,,,,,,,,,,,,,
PAY-06287,2025-04-24,ShopC,Ice,35.97,,,,,,,,,,,,,,,,,,,,,,
PAY-06288,2025-04-24,ShopC,Ice,39.74,,,,,,,,,,,,,,,,,,,,,,
PAY-06289,2025-04-24,ShopC,Ice,9.36,,,,,,,,,,,,,,,,,,,,,,
PAY-06290,2025-04-24,ShopC,UV,10.68,,,,,,,,,,,,,,,,,,,,,,
PAY-06291,2025-04-24,ShopC,UV,31.7,,,,,,,,,,,,,,,,,,,,,,
PAY-06292,2025-04-24,ShopC,UV,38.5,,,,,,,,,,,,,,,,,,,,,,
PAY-06293,2025-04-24,ShopC,UV,31.99,,,,,,,,,,,,,,,,,,,,,,
PAY-06294,2025-04-24,ShopC,Mineral,17.2,,,,,,,,,,,,,,,,,,,,,,
PAY-06295,2025-04-24,ShopC,Mineral,29.82,,,,,,,,,,,,,,,,,,,,,,
PAY-06296,2025-04-24,ShopC,Mineral,27.22,,,,,,,,,,,,,,,,,,,,,,
PAY-06297,2025-04-24,ShopC,Mineral,17.89,,,,,,,,,,,,,,,,,,,,,,
PAY-06298,2025-04-24,ShopC,Mineral,7.02,,,,,,,,,,,,,,,,,,,,,,
PAY-06299,2025-04-25,ShopA,Alkaline,37.43,,,,,,,,,,,,,,,,,,,,,,
PAY-06300,2025-04-25,ShopA,Alkaline,30.75,,,,,,,,,,,,,,,,,,,,,,
PAY-06301,2025-04-25,ShopA,Alkaline,13.48,,,,,,,,,,,,,,,,,,,,,,
PAY-06302,2025-04-25,ShopA,Hydrogen,27.08,,,,,,,,,,,,,,,,,,,,,,
PAY-06303,2025-04-25,ShopA,Hydrogen,28.67,,,,,,,,,,,,,,,,,,,,,,
PAY-06304,2025-04-25,ShopA,Ice,28.3,,,,,,,,,,,,,,,,,,,,,,
PAY-06305,2025-04-25,ShopA,Ice,10.18,,,,,,,,,,,,,,,,,,,,,,
PAY-06306,2025-04-25,ShopA,Ice,26.19,,,,,,,,,,,,,,,,,,,,,,
PAY-06307,2025-04-25,ShopA,Ice,38.05,,,,,,,,,,,,,,,,,,,,,,
PAY-06308,2025-04-25,ShopA,Ice,10.16,,,,,,,,,,,,,,,,,,,,,,
PAY-06309,2025-04-25,ShopA,UV,26.08,,,,,,,,,,,,,,,,,,,,,,
PAY-06310,2025-04-25,ShopA,Mineral,34.45,,,,,,,,,,,,,,,,,,,,,,
PAY-06311,2025-04-25,ShopA,Mineral,5.43,,,,,,,,,,,,,,,,,,,,,,
PAY-06312,2025-04-25,ShopA,Mineral,31.98,,,,,,,,,,,,,,,,,,,,,,
PAY-06313,2025-04-25,ShopA,Mineral,27.55,,,,,,,,,,,,,,,,,,,,,,
PAY-06314,2025-04-25,ShopA,Mineral,37.09,,,,,,,,,,,,,,,,,,,,,,
PAY-06315,2025-04-25,ShopB,Alkaline,29.71,,,,,,,,,,,,,,,,,,,,,,
PAY-06316,2025-04-25,ShopB,Alkaline,39.1,,,,,,,,,,,,,,,,,,,,,,
PAY-06317,2025-04-25,ShopB,Alkaline,7.81,,,,,,,,,,,,,,,,,,,,,,
PAY-06318,2025-04-25,ShopB,RO,35.66,,,,,,,,,,,,,,,,,,,,,,
PAY-06319,2025-04-25,ShopB,Hydrogen,34.04,,,,,,,,,,,,,,,,,,,,,,
PAY-06320,2025-04-25,ShopB,Ice,29.21,,,,,,,,,,,,,,,,,,,,,,
PAY-06321,2025-04-25,ShopB,Ice,22.52,,,,,,,,,,,,,,,,,,,,,,
PAY-06322,2025-04-25,ShopB,UV,28.05,,,,,,,,,,,,,,,,,,,,,,
PAY-06323,2025-04-25,ShopB,UV,18.4,,,,,,,,,,,,,,,,,,,,,,
PAY-06324,2025-04-25,ShopB,UV,15.78,,,,,,,,,,,,,,,,,,,,,,
PAY-06325,2025-04-25,ShopB,UV,19.41,,,,,,,,,,,,,,,,,,,,,,
PAY-06326,2025-04-25,ShopB,Mineral,35.43,,,,,,,,,,,,,,,,,,,,,,
PAY-06327,2025-04-25,ShopB,Mineral,8.82,,,,,,,,,,,,,,,,,,,,,,
PAY-06328,2025-04-25,ShopB,Mineral,25.04,,,,,,,,,,,,,,,,,,,,,,
PAY-06329,2025-04-25,ShopB,Mineral,32.91,,,,,,,,,,,,,,,,,,,,,,
PAY-06330,2025-04-25,ShopB,Mineral,33.5,,,,,,,,,,,,,,,,,,,,,,
PAY-06331,2025-04-25,ShopC,Alkaline,31.21,,,,,,,,,,,,,,,,,,,,,,
PAY-06332,2025-04-25,ShopC,Alkaline,37.55,,,,,,,,,,,,,,,,,,,,,,
PAY-06333,2025-04-25,ShopC,RO,29.47,,,,,,,,,,,,,,,,,,,,,,
PAY-06334,2025-04-25,ShopC,RO,5.22,,,,,,,,,,,,,,,,,,,,,,
PAY-06335,2025-04-25,ShopC,RO,10.89,,,,,,,,,,,,,,,,,,,,,,
PAY-06336,2025-04-25,ShopC,Hydrogen,5.06,,,,,,,,,,,,,,,,,,,,,,
PAY-06337,2025-04-25,ShopC,Hydrogen,7.44,,,,,,,,,,,,,,,,,,,,,,
PAY-06338,2025-04-25,ShopC,Hydrogen,29.37,,,,,,,,,,,,,,,,,,,,,,
PAY-06339,2025-04-25,ShopC,Ice,19.59,,,,,,,,,,,,,,,,,,,,,,
PAY-06340,2025-04-25,ShopC,Ice,15.09,,,,,,,,,,,,,,,,,,,,,,
PAY-06341,2025-04-25,ShopC,Ice,20.08,,,,,,,,,,,,,,,,,,,,,,
PAY-06342,2025-04-25,ShopC,Ice,11.17,,,,,,,,,,,,,,,,,,,,,,
PAY-06343,2025-04-25,ShopC,UV,29.64,,,,,,,,,,,,,,,,,,,,,,
PAY-06344,2025-04-25,ShopC,Mineral,22.03,,,,,,,,,,,,,,,,,,,,,,
PAY-06345,2025-04-26,ShopA,Alkaline,38.2,,,,,,,,,,,,,,,,,,,,,,
PAY-06346,2025-04-26,ShopA,Alkaline,20.77,,,,,,,,,,,,,,,,,,,,,,
PAY-06347,2025-04-26,ShopA,Alkaline,33.5,,,,,,,,,,,,,,,,,,,,,,
PAY-06348,2025-04-26,ShopA,Alkaline,11.5,,,,,,,,,,,,,,,,,,,,,,
PAY-06349,2025-04-26,ShopA,Hydrogen,11.4,,,,,,,,,,,,,,,,,,,,,,
PAY-06350,2025-04-26,ShopA,Hydrogen,31.57,,,,,,,,,,,,,,,,,,,,,,
PAY-06351,2025-04-26,ShopA,Hydrogen,14.08,,,,,,,,,,,,,,,,,,,,,,
PAY-06352,2025-04-26,ShopA,Hydrogen,36.58,,,,,,,,,,,,,,,,,,,,,,
PAY-06353,2025-04-26,ShopA,Hydrogen,19.31,,,,,,,,,,,,,,,,,,,,,,
PAY-06354,2025-04-26,ShopA,Ice,36.95,,,,,,,,,,,,,,,,,,,,,,
PAY-06355,2025-04-26,ShopA,Ice,8.82,,,,,,,,,,,,,,,,,,,,,,
PAY-06356,2025-04-26,ShopA,Ice,27.28,,,,,,,,,,,,,,,,,,,,,,
PAY-06357,2025-04-26,ShopA,Ice,7.79,,,,,,,,,,,,,,,,,,,,,,
PAY-06358,2025-04-26,ShopA,Ice,8.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06359,2025-04-26,ShopA,Mineral,7.25,,,,,,,,,,,,,,,,,,,,,,
PAY-06360,2025-04-26,ShopA,Mineral,6.04,,,,,,,,,,,,,,,,,,,,,,
PAY-06361,2025-04-26,ShopB,Alkaline,21.73,,,,,,,,,,,,,,,,,,,,,,
PAY-06362,2025-04-26,ShopB,RO,31.62,,,,,,,,,,,,,,,,,,,,,,
PAY-06363,2025-04-26,ShopB,RO,5.33,,,,,,,,,,,,,,,,,,,,,,
PAY-06364,2025-04-26,ShopB,RO,14.31,,,,,,,,,,,,,,,,,,,,,,
PAY-06365,2025-04-26,ShopB,RO,38.43,,,,,,,,,,,,,,,,,,,,,,
PAY-06366,2025-04-26,ShopB,RO,28.29,,,,,,,,,,,,,,,,,,,,,,
PAY-06367,2025-04-26,ShopB,UV,23.28,,,,,,,,,,,,,,,,,,,,,,
PAY-06368,2025-04-26,ShopC,Alkaline,26.1,,,,,,,,,,,,,,,,,,,,,,
PAY-06369,2025-04-26,ShopC,Alkaline,39.54,,,,,,,,,,,,,,,,,,,,,,
PAY-06370,2025-04-26,ShopC,Alkaline,31.65,,,,,,,,,,,,,,,,,,,,,,
PAY-06371,2025-04-26,ShopC,RO,21.56,,,,,,,,,,,,,,,,,,,,,,
PAY-06372,2025-04-26,ShopC,RO,16.8,,,,,,,,,,,,,,,,,,,,,,
PAY-06373,2025-04-26,ShopC,RO,20.03,,,,,,,,,,,,,,,,,,,,,,
PAY-06374,2025-04-26,ShopC,Hydrogen,28.87,,,,,,,,,,,,,,,,,,,,,,
PAY-06375,2025-04-26,ShopC,Hydrogen,17.01,,,,,,,,,,,,,,,,,,,,,,
PAY-06376,2025-04-26,ShopC,Ice,33.59,,,,,,,,,,,,,,,,,,,,,,
PAY-06377,2025-04-26,ShopC,Ice,37.93,,,,,,,,,,,,,,,,,,,,,,
PAY-06378,2025-04-26,ShopC,UV,18.95,,,,,,,,,,,,,,,,,,,,,,
PAY-06379,2025-04-26,ShopC,UV,26.38,,,,,,,,,,,,,,,,,,,,,,
PAY-06380,2025-04-26,ShopC,UV,39.14,,,,,,,,,,,,,,,,,,,,,,
PAY-06381,2025-04-26,ShopC,UV,35.56,,,,,,,,,,,,,,,,,,,,,,
PAY-06382,2025-04-26,ShopC,UV,33.22,,,,,,,,,,,,,,,,,,,,,,
PAY-06383,2025-04-27,ShopA,Alkaline,35.47,,,,,,,,,,,,,,,,,,,,,,
PAY-06384,2025-04-27,ShopA,Alkaline,19.06,,,,,,,,,,,,,,,,,,,,,,
PAY-06385,2025-04-27,ShopA,Alkaline,34.24,,,,,,,,,,,,,,,,,,,,,,
PAY-06386,2025-04-27,ShopA,RO,5.9,,,,,,,,,,,,,,,,,,,,,,
PAY-06387,2025-04-27,ShopA,Ice,14.78,,,,,,,,,,,,,,,,,,,,,,
PAY-06388,2025-04-27,ShopA,Ice,29.47,,,,,,,,,,,,,,,,,,,,,,
PAY-06389,2025-04-27,ShopA,Ice,33.53,,,,,,,,,,,,,,,,,,,,,,
PAY-06390,2025-04-27,ShopA,Ice,17.9,,,,,,,,,,,,,,,,,,,,,,
PAY-06391,2025-04-27,ShopA,UV,29.02,,,,,,,,,,,,,,,,,,,,,,
PAY-06392,2025-04-27,ShopA,UV,35.44,,,,,,,,,,,,,,,,,,,,,,
PAY-06393,2025-04-27,ShopA,UV,23.02,,,,,,,,,,,,,,,,,,,,,,
PAY-06394,2025-04-27,ShopA,UV,28.11,,,,,,,,,,,,,,,,,,,,,,
PAY-06395,2025-04-27,ShopB,Alkaline,38.51,,,,,,,,,,,,,,,,,,,,,,
PAY-06396,2025-04-27,ShopB,Alkaline,33.44,,,,,,,,,,,,,,,,,,,,,,
PAY-06397,2025-04-27,ShopB,Alkaline,5.58,,,,,,,,,,,,,,,,,,,,,,
PAY-06398,2025-04-27,ShopB,Alkaline,17.61,,,,,,,,,,,,,,,,,,,,,,
PAY-06399,2025-04-27,ShopB,Alkaline,6.6,,,,,,,,,,,,,,,,,,,,,,
PAY-06400,2025-04-27,ShopB,RO,16.39,,,,,,,,,,,,,,,,,,,,,,
PAY-06401,2025-04-27,ShopB,RO,20.55,,,,,,,,,,,,,,,,,,,,,,
PAY-06402,2025-04-27,ShopB,RO,26.24,,,,,,,,,,,,,,,,,,,,,,
PAY-06403,2025-04-27,ShopB,RO,19.01,,,,,,,,,,,,,,,,,,,,,,
PAY-06404,2025-04-27,ShopB,RO,26.44,,,,,,,,,,,,,,,,,,,,,,
PAY-06405,2025-04-27,ShopB,Ice,19.98,,,,,,,,,,,,,,,,,,,,,,
PAY-06406,2025-04-27,ShopB,Ice,37.6,,,,,,,,,,,,,,,,,,,,,,
PAY-06407,2025-04-27,ShopB,UV,39.54,,,,,,,,,,,,,,,,,,,,,,
PAY-06408,2025-04-27,ShopB,UV,35.0,,,,,,,,,,,,,,,,,,,,,,
PAY-06409,2025-04-27,ShopB,UV,36.68,,,,,,,,,,,,,,,,,,,,,,
PAY-06410,2025-04-27,ShopB,Mineral,18.47,,,,,,,,,,,,,,,,,,,,,,
PAY-06411,2025-04-27,ShopB,Mineral,26.25,,,,,,,,,,,,,,,,,,,,,,
PAY-06412,2025-04-27,ShopB,Mineral,29.92,,,,,,,,,,,,,,,,,,,,,,
PAY-06413,2025-04-27,ShopB,Mineral,35.45,,,,,,,,,,,,,,,,,,,,,,
PAY-06414,2025-04-27,ShopB,Mineral,35.67,,,,,,,,,,,,,,,,,,,,,,
